<DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
240117 183000 278.2100000 278.3000000 277.7000000 277.7000000 1228480
240117 190000 277.8400000 278.0100000 277.8000000 277.8600000 523390
240117 193000 277.8600000 278.0300000 277.7000000 278.0300000 235490
240117 200000 278.0300000 278.0400000 277.9800000 278.0400000 138750
240117 203000 278.0400000 278.0400000 277.9500000 278.0300000 89850
240117 210000 278.0300000 278.0800000 277.9700000 278.0800000 77090
240117 213000 278.0700000 278.1700000 278.0000000 278.0700000 280710
240117 220000 278.1400000 278.1400000 278.0000000 278.1000000 124660
240117 223000 278.1000000 278.2400000 278.0200000 278.2400000 378530
240117 230000 278.2400000 278.2400000 278.1800000 278.2400000 167530
240117 233000 278.2300000 278.2600000 277.9600000 278.0000000 264700
240118 100000 278.2200000 278.6900000 277.5000000 277.9200000 2658470
240118 103000 277.9200000 278.4500000 277.6000000 278.2800000 1069330
240118 110000 278.2600000 278.8700000 278.1900000 278.4200000 1173250
240118 113000 278.4200000 278.5400000 277.6300000 277.9400000 1001540
240118 120000 277.9500000 278.1200000 277.1000000 277.5300000 1518650
240118 123000 277.4900000 277.9800000 277.2800000 277.5100000 835200
240118 130000 277.5100000 277.6800000 277.2100000 277.2100000 761090
240118 133000 277.2100000 277.7100000 277.2000000 277.4200000 500240
240118 140000 277.4200000 277.7000000 277.3200000 277.5500000 332840
240118 143000 277.5500000 277.7000000 277.3200000 277.5100000 314060
240118 150000 277.5100000 277.8600000 277.3100000 277.8500000 608620
240118 153000 277.8500000 278.0700000 277.5000000 277.9600000 749650
240118 160000 277.9400000 277.9700000 277.5000000 277.5400000 485000
240118 163000 277.5300000 277.6800000 277.4000000 277.4900000 782130
240118 170000 277.4800000 277.7900000 277.2800000 277.7700000 806740
240118 173000 277.7700000 277.7900000 277.4400000 277.5600000 247570
240118 180000 277.6400000 277.6500000 277.4900000 277.5500000 373540
240118 183000 277.5600000 277.7800000 277.5400000 277.7800000 310690
240118 190000 277.5100000 277.7300000 276.7600000 277.2200000 1165200
240118 193000 277.1400000 277.2400000 276.8300000 277.1600000 371280
240118 200000 277.1500000 277.1600000 276.7800000 276.8500000 336450
240118 203000 276.9000000 277.0300000 276.8400000 277.0300000 246460
240118 210000 277.0300000 277.3900000 276.7800000 277.0700000 407170
240118 213000 277.0500000 277.0700000 276.9900000 277.0000000 93630
240118 220000 277.0000000 277.2400000 276.9700000 277.1700000 141970
240118 223000 277.1600000 277.1900000 276.8800000 276.9000000 156610
240118 230000 276.8900000 277.0900000 276.8600000 276.9400000 114040
240118 233000 277.0000000 277.1000000 276.9000000 277.0700000 110410
240119 100000 277.3900000 277.4700000 276.2000000 276.6400000 2752410
240119 103000 276.6300000 276.6900000 275.5000000 275.8300000 2667530
240119 110000 275.8200000 276.2200000 275.5100000 275.9100000 1026300
240119 113000 275.9000000 276.2000000 275.0000000 275.8200000 1684830
240119 120000 275.8200000 276.2200000 275.5000000 276.1600000 553520
240119 123000 276.1500000 276.3000000 276.0000000 276.2100000 397030
240119 130000 276.2600000 276.4900000 276.0000000 276.0100000 613960
240119 133000 276.0100000 276.2100000 275.9700000 276.0000000 519480
240119 140000 276.0000000 276.0900000 275.8000000 275.9000000 370480
240119 143000 275.9000000 276.1500000 275.8800000 275.9200000 124680
240119 150000 275.9300000 276.0700000 275.1300000 275.2300000 1258580
240119 153000 275.2400000 275.3800000 274.3100000 274.5400000 2770710
